,date,patient_SSN,room_number,stay_start,stay_end
481,2020-04-25,500000090,208,2020-04-25,2020-04-29
482,2020-04-26,500000398,408,2020-04-26,2020-04-29
483,2020-04-26,500000340,406,2020-04-26,2020-04-30
484,2020-04-27,500000093,103,2020-04-27,2020-04-30
485,2020-04-27,500000110,604,2020-04-27,2020-04-30
486,2020-04-27,500000179,409,2020-04-27,2020-05-01
487,2020-04-27,500000409,105,2020-04-27,2020-04-30
488,2020-04-27,500000136,507,2020-04-27,2020-04-30
489,2020-04-28,500000219,302,2020-04-28,2020-04-30
490,2020-04-30,500000131,106,2020-04-30,2020-05-04
491,2020-04-30,500000273,607,2020-04-30,2020-05-04
492,2020-04-30,500000226,203,2020-04-30,2020-05-04
493,2020-04-30,500000350,305,2020-04-30,2020-05-04
494,2020-04-30,500000166,110,2020-04-30,2020-05-03
495,2020-04-30,500000247,405,2020-04-30,2020-05-03
496,2020-04-30,500000072,309,2020-04-30,2020-05-03
497,2020-04-30,500000495,608,2020-04-30,2020-05-03
498,2020-04-30,500000352,108,2020-04-30,2020-05-04
499,2020-04-30,500000378,401,2020-04-30,2020-05-02
500,2020-05-01,500000504,102,2020-05-01,2020-05-04
501,2020-05-01,500000441,208,2020-05-01,2020-05-04
502,2020-05-01,500000449,508,2020-05-01,2020-05-04
503,2020-05-01,500000487,103,2020-05-01,2020-05-04
504,2020-05-01,500000127,601,2020-05-01,2020-05-05
505,2020-05-01,500000320,407,2020-05-01,2020-05-05
506,2020-05-01,500000438,403,2020-05-01,2020-05-04
507,2020-05-01,500000167,202,2020-05-01,2020-05-03
508,2020-05-02,500000476,201,2020-05-02,2020-05-05
509,2020-05-02,500000123,504,2020-05-02,2020-05-05
510,2020-05-02,500000334,404,2020-05-02,2020-05-06
511,2020-05-02,500000185,310,2020-05-02,2020-05-06
512,2020-05-02,500000463,606,2020-05-02,2020-05-06
513,2020-05-02,500000327,109,2020-05-02,2020-05-06
514,2020-05-02,500000413,107,2020-05-02,2020-05-06
515,2020-05-02,500000405,101,2020-05-02,2020-05-08
516,2020-05-02,500000283,410,2020-05-02,2020-05-05
517,2020-05-03,500000091,506,2020-05-03,2020-05-06
518,2020-05-03,500000162,303,2020-05-03,2020-05-06
519,2020-05-03,500000145,205,2020-05-03,2020-05-06
520,2020-05-04,500000126,609,2020-05-04,2020-05-07
521,2020-05-04,500000199,604,2020-05-04,2020-05-08
522,2020-05-04,500000440,603,2020-05-04,2020-05-08
523,2020-05-04,500000279,507,2020-05-04,2020-05-08
524,2020-05-04,500000471,307,2020-05-04,2020-05-07
525,2020-05-07,500000357,404,2020-05-07,2020-05-10
526,2020-05-07,500000067,405,2020-05-07,2020-05-10
527,2020-05-07,500000253,608,2020-05-07,2020-05-11
528,2020-05-07,500000010,407,2020-05-07,2020-05-10
529,2020-05-07,500000293,303,2020-05-07,2020-05-12
530,2020-05-07,500000247,206,2020-05-07,2020-05-10
531,2020-05-07,500000084,306,2020-05-07,2020-05-11
532,2020-05-07,500000402,505,2020-05-07,2020-05-10
533,2020-05-08,500000193,209,2020-05-08,2020-05-13
534,2020-05-08,500000107,602,2020-05-08,2020-05-12
535,2020-05-08,500000143,410,2020-05-08,2020-05-11
536,2020-05-08,500000283,102,2020-05-08,2020-05-10
537,2020-05-08,500000165,108,2020-05-08,2020-05-11
538,2020-05-08,500000050,203,2020-05-08,2020-05-11
539,2020-05-08,500000409,301,2020-05-08,2020-05-11
540,2020-05-09,500000207,601,2020-05-09,2020-05-14
541,2020-05-09,500000361,201,2020-05-09,2020-05-12
542,2020-05-09,500000225,308,2020-05-09,2020-05-12
543,2020-05-09,500000131,307,2020-05-09,2020-05-13
544,2020-05-09,500000479,202,2020-05-09,2020-05-12
545,2020-05-09,500000187,107,2020-05-09,2020-05-12
546,2020-05-09,500000401,502,2020-05-09,2020-05-12
547,2020-05-09,500000058,309,2020-05-09,2020-05-12
548,2020-05-11,500000222,403,2020-05-11,2020-05-16
549,2020-05-11,500000145,101,2020-05-11,2020-05-15
550,2020-05-11,500000306,406,2020-05-11,2020-05-15
551,2020-05-11,500000466,408,2020-05-11,2020-05-15
552,2020-05-11,500000425,105,2020-05-11,2020-05-14
553,2020-05-11,500000237,508,2020-05-11,2020-05-15
554,2020-05-11,500000258,404,2020-05-11,2020-05-14
555,2020-05-11,500000248,304,2020-05-11,2020-05-14
556,2020-05-11,500000244,407,2020-05-11,2020-05-14
557,2020-05-13,500000373,109,2020-05-13,2020-05-16
558,2020-05-13,500000241,303,2020-05-13,2020-05-18
559,2020-05-13,500000492,108,2020-05-13,2020-05-17
560,2020-05-14,500000441,310,2020-05-14,2020-05-17
561,2020-05-14,500000463,301,2020-05-14,2020-05-18
562,2020-05-14,500000120,308,2020-05-14,2020-05-17
563,2020-05-14,500000109,503,2020-05-14,2020-05-18
564,2020-05-14,500000465,201,2020-05-14,2020-05-18
565,2020-05-14,500000239,605,2020-05-14,2020-05-18
566,2020-05-15,500000177,306,2020-05-15,2020-05-18
567,2020-05-15,500000198,410,2020-05-15,2020-05-18
568,2020-05-15,500000176,206,2020-05-15,2020-05-18
569,2020-05-15,500000438,106,2020-05-15,2020-05-18
570,2020-05-15,500000245,203,2020-05-15,2020-05-18
571,2020-05-15,500000352,502,2020-05-15,2020-05-18
572,2020-05-15,500000350,609,2020-05-15,2020-05-19
573,2020-05-15,500000124,610,2020-05-15,2020-05-18
574,2020-05-15,500000484,603,2020-05-15,2020-05-18
575,2020-05-15,500000257,601,2020-05-15,2020-05-18
576,2020-05-16,500000079,507,2020-05-16,2020-05-20
577,2020-05-16,500000269,408,2020-05-16,2020-05-19
578,2020-05-16,500000171,505,2020-05-16,2020-05-19
579,2020-05-16,500000473,102,2020-05-16,2020-05-19
580,2020-05-16,500000398,401,2020-05-16,2020-05-21
581,2020-05-18,500000188,403,2020-05-18,2020-05-21
582,2020-05-18,500000266,302,2020-05-18,2020-05-21
583,2020-05-18,500000183,307,2020-05-18,2020-05-25
584,2020-05-18,500000223,101,2020-05-18,2020-05-21
585,2020-05-18,500000055,202,2020-05-18,2020-05-22
586,2020-05-18,500000244,108,2020-05-18,2020-05-21
587,2020-05-18,500000426,409,2020-05-18,2020-05-21
588,2020-05-18,500000324,207,2020-05-18,2020-05-23
589,2020-05-19,500000058,605,2020-05-19,2020-05-23
590,2020-05-19,500000479,603,2020-05-19,2020-05-22
591,2020-05-20,500000168,406,2020-05-20,2020-05-25
592,2020-05-21,500000110,106,2020-05-21,2020-05-28
593,2020-05-21,500000271,206,2020-05-21,2020-05-26
594,2020-05-21,500000388,210,2020-05-21,2020-05-24
595,2020-05-22,500000352,103,2020-05-22,2020-05-25
596,2020-05-22,500000280,201,2020-05-22,2020-05-25
597,2020-05-22,500000152,601,2020-05-22,2020-05-25
598,2020-05-23,500000261,403,2020-05-23,2020-05-26
599,2020-05-23,500000424,306,2020-05-23,2020-05-28
600,2020-05-23,500000053,603,2020-05-23,2020-05-26
601,2020-05-23,500000369,610,2020-05-23,2020-05-29
602,2020-05-23,500000249,502,2020-05-23,2020-05-27
603,2020-05-23,500000403,101,2020-05-23,2020-08-22
604,2020-05-23,500000357,105,2020-05-23,2020-05-28
605,2020-05-24,500000459,410,2020-05-24,2020-05-27
606,2020-05-24,500000324,207,2020-05-24,2020-05-30
607,2020-05-25,500000414,303,2020-05-25,2020-05-28
608,2020-05-25,500000222,409,2020-05-25,2020-05-29
609,2020-05-25,500000293,604,2020-05-25,2020-05-28
610,2020-05-25,500000150,602,2020-05-25,2020-05-28
611,2020-05-27,500000337,107,2020-05-27,2020-05-30
612,2020-05-27,500000192,203,2020-05-27,2020-05-30
613,2020-05-28,500000480,402,2020-05-28,2020-05-31
614,2020-05-28,500000413,501,2020-05-28,2020-06-01
615,2020-05-28,500000199,308,2020-05-28,2020-06-02
616,2020-05-28,500000106,401,2020-05-28,2020-05-31
617,2020-05-28,500000281,607,2020-05-28,2020-06-02
618,2020-05-28,500000322,404,2020-05-28,2020-05-31
619,2020-05-28,500000359,606,2020-05-28,2020-06-01
620,2020-05-29,500000263,510,2020-05-29,2020-06-03
621,2020-05-29,500000269,602,2020-05-29,2020-05-31
622,2020-05-29,500000242,110,2020-05-29,2020-06-02
623,2020-05-29,500000441,306,2020-05-29,2020-06-02
624,2020-05-30,500000097,409,2020-05-30,2020-06-04
625,2020-05-30,500000023,104,2020-05-30,2020-06-03
626,2020-05-30,500000052,301,2020-05-30,2020-06-03
627,2020-05-30,500000086,103,2020-05-30,2020-06-02
628,2020-05-30,500000207,609,2020-05-30,2020-06-02
629,2020-05-30,500000423,304,2020-05-30,2020-06-03
630,2020-05-30,500000394,506,2020-05-30,2020-06-03
631,2020-05-30,500000226,105,2020-05-30,2020-06-02
632,2020-05-30,500000472,302,2020-05-30,2020-06-03
633,2020-05-31,500000122,608,2020-05-31,2020-06-04
634,2020-05-31,500000336,502,2020-05-31,2020-06-04
635,2020-05-31,500000465,410,2020-05-31,2020-06-03
636,2020-06-01,500000259,309,2020-06-01,2020-06-05
637,2020-06-01,500000096,305,2020-06-01,2020-06-04
638,2020-06-01,500000382,604,2020-06-01,2020-06-04
639,2020-06-01,500000214,207,2020-06-01,2020-06-04
640,2020-06-01,500000249,204,2020-06-01,2020-06-04
641,2020-06-01,500000201,610,2020-06-01,2020-06-04
642,2020-06-03,500000396,108,2020-06-03,2020-06-07
643,2020-06-03,500000084,306,2020-06-03,2020-06-07
644,2020-06-03,500000449,201,2020-06-03,2020-06-06
645,2020-06-04,500000360,504,2020-06-04,2020-06-07
646,2020-06-04,500000364,508,2020-06-04,2020-06-07
647,2020-06-04,500000134,606,2020-06-04,2020-06-07
648,2020-06-04,500000455,209,2020-06-04,2020-06-07
649,2020-06-04,500000028,210,2020-06-04,2020-06-08
650,2020-06-04,500000471,402,2020-06-04,2020-06-08
651,2020-06-04,500000246,602,2020-06-04,2020-06-08
652,2020-06-04,500000489,407,2020-06-04,2020-06-06
653,2020-06-04,500000068,403,2020-06-04,2020-06-08
654,2020-06-04,500000051,503,2020-06-04,2020-06-07
655,2020-06-05,500000032,206,2020-06-05,2020-06-09
656,2020-06-05,500000292,305,2020-06-05,2020-06-09
657,2020-06-05,500000136,408,2020-06-05,2020-06-09
658,2020-06-05,500000298,604,2020-06-05,2020-06-08
659,2020-06-05,500000043,109,2020-06-05,2020-06-09
660,2020-06-05,500000340,607,2020-06-05,2020-06-07
661,2020-06-05,500000241,406,2020-06-05,2020-06-09
662,2020-06-05,500000074,501,2020-06-05,2020-06-09
663,2020-06-06,500000205,307,2020-06-06,2020-06-09
664,2020-06-06,500000341,310,2020-06-06,2020-06-10
665,2020-06-06,500000192,110,2020-06-06,2020-08-18
666,2020-06-06,500000290,301,2020-06-06,2020-06-09
667,2020-06-06,500000081,205,2020-06-06,2020-06-10
668,2020-06-06,500000461,609,2020-06-06,2020-06-11
669,2020-06-06,500000434,410,2020-06-06,2020-06-13
670,2020-06-06,500000249,505,2020-06-06,2020-06-10
671,2020-06-07,500000223,405,2020-06-07,2020-06-10
672,2020-06-07,500000505,401,2020-06-07,2020-06-12
673,2020-06-07,500000156,204,2020-06-07,2020-06-10
674,2020-06-08,500000100,308,2020-06-08,2020-06-12
675,2020-06-08,500000102,605,2020-06-08,2020-06-10
676,2020-06-08,500000009,610,2020-06-08,2020-06-12
677,2020-06-08,500000117,601,2020-06-08,2020-06-12
678,2020-06-08,500000132,107,2020-06-08,2020-06-13
679,2020-06-08,500000162,303,2020-06-08,2020-07-05
680,2020-06-09,500000304,302,2020-06-09,2020-06-12
681,2020-06-09,500000335,503,2020-06-09,2020-06-13
682,2020-06-09,500000440,106,2020-06-09,2020-06-14
683,2020-06-11,500000200,203,2020-06-11,2020-06-14
684,2020-06-11,500000312,408,2020-06-11,2020-06-14
685,2020-06-11,500000254,210,2020-06-11,2020-06-14
686,2020-06-11,500000486,310,2020-06-11,2020-06-14
687,2020-06-11,500000284,608,2020-06-11,2020-06-14
688,2020-06-11,500000093,603,2020-06-11,2020-06-16
689,2020-06-12,500000401,509,2020-06-12,2020-06-16
690,2020-06-12,500000485,305,2020-06-12,2020-06-16
691,2020-06-12,500000064,504,2020-06-12,2020-06-17
692,2020-06-12,500000251,301,2020-06-12,2020-06-15
693,2020-06-12,500000206,109,2020-06-12,2020-06-17
694,2020-06-12,500000466,604,2020-06-12,2020-06-15
695,2020-06-13,500000497,607,2020-06-13,2020-06-16
696,2020-06-13,500000407,609,2020-06-13,2020-06-18
697,2020-06-13,500000053,201,2020-06-13,2020-06-16
698,2020-06-13,500000333,405,2020-06-13,2020-06-19
699,2020-06-14,500000376,209,2020-06-14,2020-06-17
700,2020-06-15,500000496,602,2020-06-15,2020-06-18
701,2020-06-15,500000258,207,2020-06-15,2020-06-19
702,2020-06-15,500000140,308,2020-06-15,2020-06-18
703,2020-06-15,500000369,206,2020-06-15,2020-06-18
704,2020-06-15,500000486,606,2020-06-15,2020-06-18
705,2020-06-15,500000293,103,2020-06-15,2020-06-19
706,2020-06-15,500000507,202,2020-06-15,2020-06-18
707,2020-06-16,500000102,107,2020-06-16,2020-06-21
708,2020-06-17,500000329,305,2020-06-17,2020-06-20
709,2020-06-18,500000418,204,2020-06-18,2020-06-22
710,2020-06-18,500000458,108,2020-06-18,2020-06-21
711,2020-06-18,500000023,503,2020-06-18,2020-06-21
712,2020-06-18,500000466,105,2020-06-18,2020-06-21
713,2020-06-18,500000410,508,2020-06-18,2020-06-21
714,2020-06-18,500000303,106,2020-06-18,2020-06-21
715,2020-06-18,500000179,604,2020-06-18,2020-06-21
716,2020-06-18,500000048,410,2020-06-18,2020-06-24
717,2020-06-18,500000353,406,2020-06-18,2020-06-21
718,2020-06-19,500000126,109,2020-06-19,2020-06-22
719,2020-06-19,500000252,607,2020-06-19,2020-06-22
720,2020-06-19,500000444,401,2020-06-19,2020-06-22
721,2020-06-20,500000217,310,2020-06-20,2020-06-23
722,2020-06-20,500000396,409,2020-06-20,2020-06-24
723,2020-06-20,500000419,102,2020-06-20,2020-06-23
724,2020-06-20,500000068,201,2020-06-20,2020-06-21
725,2020-06-20,500000195,404,2020-06-20,2020-06-22
726,2020-06-20,500000297,202,2020-06-20,2020-06-23
727,2020-06-20,500000151,601,2020-06-20,2020-06-24
728,2020-06-20,500000426,502,2020-06-20,2020-08-30
729,2020-06-20,500000330,208,2020-06-20,2020-06-24
730,2020-06-21,500000455,501,2020-06-21,2020-06-25
731,2020-06-21,500000083,504,2020-06-21,2020-06-26
732,2020-06-22,500000278,403,2020-06-22,2020-06-25
733,2020-06-22,500000342,210,2020-06-22,2020-06-25
734,2020-06-22,500000292,604,2020-06-22,2020-06-26
735,2020-06-22,500000245,602,2020-06-22,2020-06-25
736,2020-06-22,500000074,408,2020-06-22,2020-06-25
737,2020-06-22,500000101,506,2020-06-22,2020-06-26
738,2020-06-22,500000092,603,2020-06-22,2020-06-25
739,2020-06-22,500000100,309,2020-06-22,2020-06-27
740,2020-06-23,500000413,608,2020-06-23,2020-06-26
741,2020-06-23,500000272,509,2020-06-23,2020-06-26
742,2020-06-23,500000432,610,2020-06-23,2020-06-26
743,2020-06-24,500000230,402,2020-06-24,2020-06-28
744,2020-06-25,500000297,407,2020-06-25,2020-06-29
745,2020-06-25,500000461,302,2020-06-25,2020-06-28
746,2020-06-25,500000385,208,2020-06-25,2020-06-28
747,2020-06-25,500000456,106,2020-06-25,2020-06-30
748,2020-06-26,500000460,206,2020-06-26,2020-06-30
749,2020-06-26,500000417,308,2020-06-26,2020-06-29
750,2020-06-26,500000078,510,2020-06-26,2020-06-30
751,2020-06-26,500000381,406,2020-06-26,2020-06-29
752,2020-06-26,500000140,108,2020-06-26,2020-06-29
753,2020-06-26,500000352,408,2020-06-26,2020-06-29
754,2020-06-26,500000276,602,2020-06-26,2020-06-29
755,2020-06-26,500000264,204,2020-06-26,2020-06-30
756,2020-06-27,500000012,209,2020-06-27,2020-07-01
757,2020-06-27,500000478,507,2020-06-27,2020-06-30
758,2020-06-27,500000176,610,2020-06-27,2020-06-30
759,2020-06-27,500000015,103,2020-06-27,2020-07-01
760,2020-06-27,500000430,605,2020-06-27,2020-06-30
761,2020-06-27,500000485,504,2020-06-27,2020-07-01
762,2020-06-28,500000423,201,2020-06-28,2020-07-02
763,2020-06-28,500000042,301,2020-06-28,2020-07-01
764,2020-06-29,500000073,410,2020-06-29,2020-07-02
765,2020-06-29,500000302,505,2020-06-29,2020-07-02
766,2020-06-29,500000428,607,2020-06-29,2020-07-02
767,2020-06-29,500000196,601,2020-06-29,2020-07-02
768,2020-06-29,500000393,404,2020-06-29,2020-07-02
769,2020-06-29,500000107,109,2020-06-29,2020-07-02
770,2020-06-29,500000406,302,2020-06-29,2020-07-03
771,2020-06-29,500000184,506,2020-06-29,2020-07-03
772,2020-06-30,500000160,202,2020-06-30,2020-07-05
773,2020-07-01,500000020,509,2020-07-01,2020-07-05
774,2020-07-02,500000039,507,2020-07-02,2020-07-05
775,2020-07-02,500000139,102,2020-07-02,2020-07-05
776,2020-07-02,500000437,209,2020-07-02,2020-07-04
777,2020-07-03,500000499,205,2020-07-03,2020-07-06
778,2020-07-03,500000409,505,2020-07-03,2020-07-06
779,2020-07-03,500000389,301,2020-07-03,2020-07-06
780,2020-07-03,500000500,410,2020-07-03,2020-07-07
781,2020-07-03,500000391,508,2020-07-03,2020-07-06
782,2020-07-03,500000306,308,2020-07-03,2020-07-07
783,2020-07-03,500000334,606,2020-07-03,2020-07-07
784,2020-07-03,500000213,203,2020-07-03,2020-07-06
785,2020-07-03,500000264,403,2020-07-03,2020-07-07
786,2020-07-03,500000350,603,2020-07-03,2020-07-06
787,2020-07-04,500000077,503,2020-07-04,2020-07-08
788,2020-07-04,500000457,206,2020-07-04,2020-07-08
789,2020-07-04,500000443,610,2020-07-04,2020-07-08
790,2020-07-05,500000382,405,2020-07-05,2020-07-08
791,2020-07-06,500000506,307,2020-07-06,2020-07-09
792,2020-07-06,500000340,107,2020-07-06,2020-07-09
793,2020-07-06,500000394,402,2020-07-06,2020-07-11
794,2020-07-06,500000231,103,2020-07-06,2020-07-09
795,2020-07-06,500000015,310,2020-07-06,2020-07-10
796,2020-07-06,500000303,507,2020-07-06,2020-07-09
797,2020-07-06,500000473,105,2020-07-06,2020-07-10
798,2020-07-06,500000455,506,2020-07-06,2020-07-10
799,2020-07-08,500000139,407,2020-07-08,2020-07-15
800,2020-07-09,500000398,102,2020-07-09,2020-07-13
801,2020-07-09,500000318,201,2020-07-09,2020-07-13
802,2020-07-09,500000288,603,2020-07-09,2020-07-12
803,2020-07-09,500000013,204,2020-07-09,2020-07-12
804,2020-07-09,500000468,503,2020-07-09,2020-07-12
805,2020-07-10,500000446,206,2020-07-10,2020-07-14
806,2020-07-10,500000334,202,2020-07-10,2020-07-14
807,2020-07-10,500000437,602,2020-07-10,2020-07-14
808,2020-07-10,500000337,203,2020-07-10,2020-07-14
809,2020-07-11,500000469,107,2020-07-11,2020-07-16
810,2020-07-11,500000101,310,2020-07-11,2020-07-14
811,2020-07-11,500000016,406,2020-07-11,2020-07-16
812,2020-07-11,500000164,607,2020-07-11,2020-07-14
813,2020-07-11,500000106,208,2020-07-11,2020-07-14
814,2020-07-11,500000281,308,2020-07-11,2020-07-16
815,2020-07-11,500000305,408,2020-07-11,2020-07-17
816,2020-07-11,500000413,306,2020-07-11,2020-07-14
817,2020-07-11,500000031,508,2020-07-11,2020-07-14
818,2020-07-11,500000017,210,2020-07-11,2020-07-14
819,2020-07-13,500000443,104,2020-07-13,2020-07-16
820,2020-07-15,500000381,205,2020-07-15,2020-07-20
821,2020-07-15,500000418,607,2020-07-15,2020-07-19
822,2020-07-15,500000448,208,2020-07-15,2020-07-18
823,2020-07-16,500000453,402,2020-07-16,2020-07-19
824,2020-07-16,500000413,407,2020-07-16,2020-07-19
825,2020-07-16,500000039,608,2020-07-16,2020-07-19
826,2020-07-16,500000205,507,2020-07-16,2020-07-19
827,2020-07-17,500000092,505,2020-07-17,2020-07-20
828,2020-07-17,500000463,309,2020-07-17,2020-07-20
829,2020-07-17,500000209,510,2020-07-17,2020-07-20
830,2020-07-17,500000432,509,2020-07-17,2020-07-21
831,2020-07-17,500000155,301,2020-07-17,2020-07-20
832,2020-07-17,500000019,605,2020-07-17,2020-07-22
833,2020-07-17,500000229,209,2020-07-17,2020-07-22
834,2020-07-17,500000457,105,2020-07-17,2020-07-20
835,2020-07-17,500000046,405,2020-07-17,2020-07-21
836,2020-07-17,500000274,401,2020-07-17,2020-07-20
837,2020-07-18,500000244,506,2020-07-18,2020-07-22
838,2020-07-18,500000353,603,2020-07-18,2020-07-21
839,2020-07-18,500000265,310,2020-07-18,2020-07-21
840,2020-07-18,500000342,303,2020-07-18,2020-07-21
841,2020-07-18,500000197,204,2020-07-18,2020-07-24
842,2020-07-18,500000370,308,2020-07-18,2020-07-22
843,2020-07-18,500000129,408,2020-07-18,2020-07-21
844,2020-07-18,500000410,102,2020-07-18,2020-07-21
845,2020-07-18,500000387,109,2020-07-18,2020-07-23
846,2020-07-18,500000354,210,2020-07-18,2020-07-22
847,2020-07-19,500000224,103,2020-07-19,2020-07-22
848,2020-07-19,500000441,201,2020-07-19,2020-07-23
849,2020-07-20,500000116,306,2020-07-20,2020-07-23
850,2020-07-20,500000448,602,2020-07-20,2020-07-23
851,2020-07-20,500000055,108,2020-07-20,2020-07-24
852,2020-07-20,500000475,305,2020-07-20,2020-07-24
853,2020-07-20,500000341,607,2020-07-20,2020-07-26
854,2020-07-20,500000104,402,2020-07-20,2020-09-03
855,2020-07-20,500000146,601,2020-07-20,2020-07-24
856,2020-07-20,500000148,107,2020-07-20,2020-07-23
857,2020-07-20,500000139,208,2020-07-20,2020-07-24
858,2020-07-22,500000312,507,2020-07-22,2020-07-27
859,2020-07-22,500000389,405,2020-07-22,2020-07-26
860,2020-07-23,500000181,203,2020-07-23,2020-07-26
861,2020-07-23,500000316,202,2020-07-23,2020-07-27
862,2020-07-23,500000417,608,2020-07-23,2020-07-27
863,2020-07-23,500000480,103,2020-07-23,2020-07-26
864,2020-07-23,500000212,505,2020-07-23,2020-07-27
865,2020-07-23,500000507,404,2020-07-23,2020-07-26
866,2020-07-23,500000245,307,2020-07-23,2020-07-27
867,2020-07-23,500000119,303,2020-07-23,2020-07-26
868,2020-07-24,500000471,409,2020-07-24,2020-07-27
869,2020-07-24,500000128,406,2020-07-24,2020-07-27
870,2020-07-24,500000277,501,2020-07-24,2020-07-27
871,2020-07-24,500000037,107,2020-07-24,2020-07-27
872,2020-07-24,500000083,504,2020-07-24,2020-07-27
873,2020-07-25,500000130,305,2020-07-25,2020-07-29
874,2020-07-25,500000163,206,2020-07-25,2020-07-28
875,2020-07-26,500000056,306,2020-07-26,2020-08-01
876,2020-07-27,500000336,603,2020-07-27,2020-07-30
877,2020-07-27,500000087,309,2020-07-27,2020-09-28
878,2020-07-27,500000484,105,2020-07-27,2020-08-01
879,2020-07-27,500000068,607,2020-07-27,2020-07-30
880,2020-07-27,500000399,503,2020-07-27,2020-07-31
881,2020-07-27,500000489,102,2020-07-27,2020-07-31
882,2020-07-27,500000448,304,2020-07-27,2020-07-31
883,2020-07-27,500000167,207,2020-07-27,2020-07-30
884,2020-07-27,500000380,301,2020-07-27,2020-07-30
885,2020-07-28,500000152,609,2020-07-28,2020-07-31
886,2020-07-28,500000321,303,2020-07-28,2020-07-31
887,2020-07-30,500000215,504,2020-07-30,2020-08-02
888,2020-07-30,500000433,409,2020-07-30,2020-08-03
889,2020-07-30,500000093,104,2020-07-30,2020-08-02
890,2020-07-30,500000166,210,2020-07-30,2020-08-02
891,2020-07-30,500000379,506,2020-07-30,2020-08-04
892,2020-07-30,500000267,510,2020-07-30,2020-08-02
893,2020-07-30,500000154,308,2020-07-30,2020-08-02
894,2020-07-31,500000078,202,2020-07-31,2020-08-06
895,2020-07-31,500000299,302,2020-07-31,2020-08-06
896,2020-07-31,500000114,405,2020-07-31,2020-08-05
897,2020-07-31,500000144,407,2020-07-31,2020-08-03
898,2020-08-01,500000463,602,2020-08-01,2020-08-04
899,2020-08-01,500000277,205,2020-08-01,2020-08-04
900,2020-08-01,500000017,303,2020-08-01,2020-08-02
901,2020-08-01,500000410,608,2020-08-01,2020-08-06
902,2020-08-01,500000424,601,2020-08-01,2020-08-06
903,2020-08-01,500000346,501,2020-08-01,2020-08-05
904,2020-08-01,500000222,109,2020-08-01,2020-08-04
905,2020-08-01,500000401,301,2020-08-01,2020-08-02
